batch,heads,seqlen,head_dim,causal,precision,status,measured_runtime_ms,measured_runtime_std_ms,measured_bottleneck,error
1,16,2048,128,False,fp8,ok,0.08064000308513641,0.004727105183876429,unknown,
1,16,4096,64,True,bf16,ok,0.09923200309276581,0.0009416919729535139,unknown,
1,16,4096,64,True,fp16,ok,0.09987200051546097,0.004105788448712063,unknown,
1,16,4096,64,True,fp8,ok,0.10156799852848053,0.002401706638201077,unknown,
1,16,4096,64,False,bf16,ok,0.1632000058889389,0.004035235091017583,unknown,
1,16,4096,64,False,fp16,ok,0.16451199352741241,0.005286174549195137,unknown,
1,16,4096,64,False,fp8,ok,0.14348800480365753,0.0016792532042950138,unknown,
1,16,4096,128,True,bf16,ok,0.10467199981212616,0.001487947730741127,unknown,
1,16,4096,128,True,fp16,ok,0.10672000050544739,0.0015874707170143586,unknown,
1,16,4096,128,True,fp8,ok,0.10268799960613251,0.0017724669728003798,unknown,
1,16,4096,128,False,bf16,ok,0.17977599799633026,0.002454235591762193,unknown,
1,16,4096,128,False,fp16,ok,0.17919999361038208,0.0045765272826963285,unknown,
1,16,4096,128,False,fp8,ok,0.1483519971370697,0.0031890519237346773,unknown,
1,16,8192,64,True,bf16,ok,0.2242240011692047,0.004194407143469961,unknown,
1,16,8192,64,True,fp16,ok,0.22518399357795715,0.003766348841112064,unknown,
1,16,8192,64,True,fp8,ok,0.22543999552726746,0.002300951861785759,unknown,
1,16,8192,64,False,bf16,ok,0.48895999789237976,0.004893076247773623,unknown,
1,16,8192,64,False,fp16,ok,0.4938240051269531,0.005733886733812052,unknown,
1,16,8192,64,False,fp8,ok,0.3984000086784363,0.0038291999208439186,unknown,
1,16,8192,128,True,bf16,ok,0.24076800048351288,0.0058703405407374626,unknown,
1,16,8192,128,True,fp16,ok,0.24406400322914124,0.00691110197388954,unknown,
1,16,8192,128,True,fp8,ok,0.22441600263118744,0.005686117503118128,unknown,
1,16,8192,128,False,bf16,ok,0.547872006893158,0.004981986288356517,unknown,
1,16,8192,128,False,fp16,ok,0.5500159859657288,0.002584269946289533,unknown,
1,16,8192,128,False,fp8,ok,0.4095360040664673,0.008352019348196708,unknown,
1,16,16384,64,True,bf16,ok,0.681663990020752,0.004420779999510242,unknown,
1,16,16384,64,True,fp16,ok,0.6831679940223694,0.0038797389781564714,unknown,
1,16,16384,64,True,fp8,ok,0.6792640089988708,0.005684830660276516,unknown,
1,16,16384,64,False,bf16,ok,1.5531840324401855,0.006786608544967834,unknown,
1,16,16384,64,False,fp16,ok,1.5543040037155151,0.005539754162658664,unknown,
1,16,16384,64,False,fp8,ok,1.234015941619873,0.0030322528506303978,unknown,
1,16,16384,128,True,bf16,ok,0.7720959782600403,0.0022307922843285604,unknown,
1,16,16384,128,True,fp16,ok,0.7928640246391296,0.0029082242114154668,unknown,
1,16,16384,128,True,fp8,ok,0.6592320203781128,0.003927663453664847,unknown,
1,16,16384,128,False,bf16,ok,1.773695945739746,0.006689393910190688,unknown,
1,16,16384,128,False,fp16,ok,1.8288960456848145,0.016945191385089983,unknown,
1,16,16384,128,False,fp8,ok,1.4679679870605469,0.007529622015329553,unknown,
1,32,1024,64,True,bf16,ok,0.0658240020275116,0.0047676975826308225,unknown,
1,32,1024,64,True,fp16,ok,0.06611199676990509,0.003836052146476019,unknown,
1,32,1024,64,True,fp8,ok,0.07023999840021133,0.0027398602926951275,unknown,
1,32,1024,64,False,bf16,ok,0.06943999975919724,0.002501449576745006,unknown,
1,32,1024,64,False,fp16,ok,0.06972800195217133,0.0011319596675414209,unknown,
1,32,1024,64,False,fp8,ok,0.06985600292682648,0.0041242396647022195,unknown,
1,32,1024,128,True,bf16,ok,0.06870400160551071,0.0012244758384907352,unknown,
